C.D.S.  -  SIMBAD4 rel 1.5.8  -  2016.10.08EDT11:44:25

maintype = 'Flare Star'
-----------------------

Number of objects : 2026

 #  |         identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
595 |BD-21 1074A                  |Fl*|076.707992 -21.585897      |     ~|11.86 |10.41 | 9.40 | 9.07 |M2             |  47|   0
596 |V* V936 Ori                  |Fl*|083.69525 -00.43683        |     ~|14.3  |     ~|14.700|     ~|~              |   1|   0
597 |V* V673 Mon                  |Fl*|100.44129 +09.55069        |18.820|17.170|15.151|14.300|12.825|~              |   5|   0
598 |V* V457 Tau                  |Fl*|056.91396 +24.45897        |     ~|16.1  |17.56 |     ~|14.74 |~              |  18|   0
599 |GJ 4363                      |Fl*|357.31258 +10.09403        |     ~|15.1  |13.849|13.230|10.6  |M3V            |  21|   0
600 |[H83b] B19                   |Fl*|068.60 +22.47              |     ~|16.1  |     ~|     ~|     ~|~              |   2|   0
601 |V* V447 Tau                  |Fl*|056.614762 +23.575989      |     ~|16.700|     ~|14.300|     ~|~              |   6|   0
602 |V* V934 Tau                  |Fl*|068.52383 +25.35742        |     ~|15.2  |     ~|16.200|     ~|~              |   4|   0
603 |V* MV Tau                    |Fl*|056.03667 +23.07994        |     ~|16.96 |     ~|     ~|     ~|M1.7           |  16|   0
604 |V* V863 Tau                  |Fl*|056.822258 +22.215903      |     ~|16.1  |     ~|     ~|     ~|~              |   7|   0
605 |V* V1023 Sco                 |Fl*|268.129 -36.130            |     ~|16.7  |     ~|     ~|     ~|~              |   1|   0
606 |V* V1029 Tau                 |Fl*|054.75079 +23.76856        |15.3  |     ~|     ~|     ~|     ~|~              |   2|   0
607 |V* V1024 Sco                 |Fl*|268.475 -36.253            |     ~|15.9  |     ~|     ~|     ~|~              |   1|   0
608 |V* V1084 Ori                 |Fl*|085.76075 -04.49986        |15.2  |14.361|12.341|11.200|     ~|~              |   3|   0
609 |V* V907 Ori                  |Fl*|085.56013 -07.16803        |16.5  |16.50 |     ~|18.100|     ~|~              |   3|   0
610 |V* V346 Tau                  |Fl*|057.09483 +23.97256        |12.9  |16.34 |14.84 |     ~|12.66 |~              |  25|   0
611 |V* V621 Cas                  |Fl*|047.806608 +61.137236      |     ~|11.43 |10.81 |     ~|     ~|~              |   1|   0
612 |V* V888 Tau                  |Fl*|058.61650 +23.83542        |13.5  |14.381|13.070|     ~|11.476|~              |  10|   0
613 |V* V686 Ori                  |Fl*|082.52442 -04.38325        |     ~|13.8  |     ~|15.900|     ~|~              |   4|   0
614 |V* V374 Tau                  |Fl*|057.68175 +22.29386        |     ~|15.0  |     ~|15.300|     ~|~              |   6|   0
615 |V* V776 Ori                  |Fl*|083.71233 -05.70594        |14.483|13.561|12.813|     ~|11.456|K0             |  23|   0
616 |V* V1530 Cyg                 |Fl*|312.65829 +40.91172        |     ~|16.0  |     ~|17.300|     ~|~              |   2|   0
617 |V* II Ori                    |Fl*|083.509071 -05.605422      |17.470|15.825|14.617|16.100|12.142|K7             |  22|   0
618 |V* LQ Tau                    |Fl*|055.67154 +24.02861        |     ~|15.6  |     ~|     ~|15.56 |~              |  13|   0
619 |V* V974 Tau                  |Fl*|057.66242 +21.98228        |15.4  |15.4  |     ~|15.400|     ~|~              |   2|   0
620 |[PMF2009] V82                |Fl*|163.04958 -61.38636        |     ~|     ~|19.32 |     ~|     ~|~              |   1|   0
621 |V* V900 Tau                  |Fl*|066.27775 +23.56578        |15.5  |16.41 |     ~|     ~|     ~|~              |   4|   0
622 |V* V1268 Ori                 |Fl*|083.249596 -04.788356      |14.2  |15.4  |     ~|14.13 |     ~|~              |   5|   0
623 |V* V771 Ori                  |Fl*|083.69050 -06.36117        |15.5  |15.40 |14.06 |13.18 |     ~|K4.0           |  16|   0
624 |V* TZ Lep                    |Fl*|086.17788 -20.06453        |16.1  |15.500|     ~|14.000|     ~|~              |   3|   0
625 |V* V800 Ori                  |Fl*|083.87567 -06.20167        |16.0  |17.700|15.948|15.500|13.792|M1.8           |  15|   0
626 |V* V689 Tau                  |Fl*|058.96258 +24.20075        |     ~|15.7  |     ~|     ~|     ~|~              |   6|   0
627 |V* V1267 Ori                 |Fl*|083.221362 -06.094889      |14.5  |     ~|     ~|     ~|     ~|~              |   3|   0
628 |V* LV Tau                    |Fl*|055.80442 +24.65542        |20.056|17.427|15.994|     ~|13.610|M2.2           |  26|   0
629 |V* V791 Ori                  |Fl*|083.81871 -05.05844        |     ~|16.6  |16.14 |     ~|     ~|~              |  13|   0
630 |V* V742 Tau                  |Fl*|056.13775 +25.75269        |14.1  |     ~|     ~|     ~|     ~|~              |   8|   0
631 |V* V543 Tau                  |Fl*|057.10850 +25.24475        |     ~|17.017|15.463|     ~|13.249|~              |  11|   0
632 |V* V529 Tau                  |Fl*|056.603221 +24.465133      |16.5  |17.400|     ~|15.300|     ~|~              |   7|   0
633 |GJ 3684                      |Fl*|176.77262 +70.03300        |     ~|15.31 |13.740|13.260|10.5  |M4             |  16|   0
634 |HPRA 173                     |Fl*|084.946 -06.415            |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
635 |V* V836 Ori                  |Fl*|084.122004 -04.897514      |     ~|18.400|17.1  |15.900|14.21 |~              |  10|   0
636 |V* V824 Ori                  |Fl*|084.049537 -05.265306      |     ~|     ~|17.56 |     ~|14.485|M4.5           |  15|   0
637 |V* MN Tau                    |Fl*|055.90233 +23.20956        |15.3  |20.0  |     ~|     ~|     ~|~              |  16|   0
638 |V* V1926 Cyg                 |Fl*|313.66229 +43.92511        |16.2  |16.2  |     ~|17.500|     ~|~              |   1|   0
639 |V* V1050 Ori                 |Fl*|084.43417 -05.49200        |     ~|18.7  |     ~|16.100|     ~|M2.5           |   3|   0
640 |HD 196998                    |Fl*|310.42603387 -22.32235692  |11.99 |11.098| 9.909| 9.159| 8.351|K6Ve           |  42|   0
641 |[H83b] B21                   |Fl*|068.62 +22.42              |     ~|15.9  |     ~|     ~|     ~|~              |   2|   0
642 |Cl* NGC 2264 HAR 8           |Fl*|100.25 +09.97              |     ~|     ~|17.5  |     ~|     ~|~              |   1|   0
643 |V* KY Ori                    |Fl*|083.7729 -04.8603          |     ~|15.7  |     ~|     ~|     ~|~              |   3|   0
644 |V* V485 Tau                  |Fl*|054.1600 +23.1456          |     ~|19    |     ~|     ~|     ~|~              |   5|   0
645 |CD-58 538                    |Fl*|039.75488084 -58.18714443  |12.111|10.995| 9.552| 8.628| 7.679|M0Ve           |  34|   0
646 |V* DD Cnc                    |Fl*|128.341800 +20.721489      |16.0  |     ~|     ~|     ~|     ~|M3-4           |   2|   0
647 |FSO B31                      |Fl*|No Coord.                  |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
648 |V* V1031 Sco                 |Fl*|249.060188 -26.303536      |12.0  |16.9  |     ~|     ~|     ~|~              |   3|   0
649 |EXO 161538+0624.2            |Fl*|244.521 +06.282            |     ~|     ~|     ~|     ~|     ~|M3Ve           |   2|   0
650 |* omi02 Eri                  |Fl*|063.81799845 -07.65287232  | 5.69 | 5.25 | 4.43 | 3.74 | 3.29 |K0.5V          | 656|   0
651 |V* GX Com                    |Fl*|188.49679 +23.44194        |     ~|15.1  |     ~|15.300|     ~|~              |   2|   0
652 |GJ 3017                      |Fl*|003.90292 -29.76678        |     ~|15.88 |14.31 |     ~|     ~|M4             |  12|   0
653 |V* V903 Tau                  |Fl*|066.53146 +22.98614        |     ~|14.9  |     ~|14.600|     ~|~              |   4|   0
654 |V* V906 Ori                  |Fl*|085.57375 -05.62367        |16.0  |18.800|     ~|17.100|     ~|~              |   2|   0
655 |V* V1928 Cyg                 |Fl*|314.288 +42.027            |     ~|16.0  |     ~|     ~|     ~|~              |   2|   0
656 |V* V682 Tau                  |Fl*|058.586108 +22.111831      |16.2  |20.0  |     ~|     ~|     ~|~              |   7|   0
657 |GJ 3630                      |Fl*|163.0135977 +00.5440342    |     ~|15.2  |13.898|13.614|10.7  |M4V            |  24|   0
658 |V* V336 Tau                  |Fl*|056.94967 +22.55556        |     ~|16.82 |15.25 |     ~|12.81 |M:             |  22|   0
659 |V* FP Com                    |Fl*|186.8300 +27.6000          |     ~|15.5  |     ~|     ~|     ~|~              |   1|   0
660 |V* NO Tau                    |Fl*|056.11200 +24.40883        |16.4  |17.569|16.068|     ~|13.692|~              |  22|   0
661 |2MASS J14583655+2741283      |Fl*|224.652411 +27.690926      |     ~|     ~|     ~|     ~|     ~|M9V            |   2|   0
662 |GJ 3719                      |Fl*|184.2434662 +31.1564812    |     ~|15.77 |14.144|13.730|     ~|M3             |  15|   0
663 |V* V704 Ori                  |Fl*|083.15258 -04.69344        |15.4  |15.40 |     ~|16.300|     ~|~              |   2|   0
664 |V* V1112 Ori                 |Fl*|083.3908 -06.4317          |     ~|16.4  |     ~|     ~|     ~|~              |   2|   0
665 |V* V2049 Cyg                 |Fl*|313.79050 +43.37869        |14.8  |16.400|     ~|15.300|     ~|~              |   2|   0
666 |V* V1243 Ori                 |Fl*|084.166892 -05.206428      |15.5  |16.88 |18.1  |     ~|     ~|M2             |  11|   0
667 |BD+30 4633                   |Fl*|333.02673078 +31.56140625  |     ~|11.35 |10.17 | 9.734| 8.9  |K5V            |  36|   0
668 |EQ 2056.2+4341               |Fl*|314.50 +43.88              |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
669 |L 836-122                    |Fl*|213.570861 -15.353485      |     ~|15.62 |13.938|13.630|     ~|~              |  14|   0
670 |2MASS J03053696+3603317      |Fl*|046.404012 +36.058831      |     ~|     ~|13.161|     ~|     ~|~              |   1|   0
671 |V* V1710 Cyg                 |Fl*|313.3537 +41.7622          |14.6  |     ~|     ~|     ~|     ~|~              |   3|   0
672 |GJ 3981                      |Fl*|254.605473 +13.969637      |     ~|14.6  |13.224|12.770|10.1  |M4.0V          |  22|   0
673 |V* V1036 Ori                 |Fl*|081.98879 -04.99783        |     ~|19.8  |     ~|16.700|     ~|~              |   2|   0
674 |LP 469-118                   |Fl*|032.05171 +15.14564        |     ~|15.2  |     ~|     ~|     ~|M5Ve+M4Ve      |  29|   0
675 |GJ 3469                      |Fl*|119.6268754 +15.5000553    |     ~|     ~|15.509|     ~|     ~|M4.5           |   5|   0
676 |GJ 83.1                      |Fl*|030.053996 +13.051947      |15.406|14.100|12.298|10.943| 9.195|M4.0Ve         | 202|   0
677 |V* V1175 Ori                 |Fl*|083.684912 -05.538544      |18.093|16.426|15.327|14.19 |13.075|M1             |  18|   0
678 |V* NT Tau                    |Fl*|056.151163 +23.503130      |     ~|18.211|16.624|     ~|14.011|~              |  21|   0
679 |V* V1037 Ori                 |Fl*|081.99579 -05.67467        |     ~|18.0  |     ~|     ~|     ~|~              |   2|   0
680 |BD+70 68b                    |Fl*|015.63430034 +71.67981561  |     ~|11.736|10.00 | 9.1  | 8.3  |M3.0Ve         |  96|   0
681 |V* V1755 Cyg                 |Fl*|308.6996 +42.5328          |15.4  |16.81 |     ~|     ~|     ~|~              |   3|   0
682 |V* V973 Tau                  |Fl*|057.67975 +26.22058        |15.1  |15.1  |     ~|     ~|     ~|~              |   2|   0
683 |V* V888 Ori                  |Fl*|084.77563 -04.71381        |     ~|15.5  |     ~|16.700|     ~|~              |   2|   0
684 |V* V983 Tau                  |Fl*|059.26279 +24.36464        |14.1  |14.1  |     ~|12.900|     ~|~              |   2|   0
685 |V* CZ Cnc                    |Fl*|126.342650 +20.365767      |     ~|13.5  |     ~|     ~|     ~|M7V            |  17|   0
686 |V* V427 Ori                  |Fl*|083.947817 -05.380422      |18.325|16.730|15.606|     ~|12.991|M2.5           |  38|   0
687 |V* V597 Tau                  |Fl*|054.884641 +24.267057      |     ~|19.0  |     ~|     ~|14.57 |~              |  10|   0
688 |V* V755 Ori                  |Fl*|083.62113 -06.64772        |15.7  |16.74 |14.7  |14.000|     ~|~              |  11|   0
689 |V* KK Tau                    |Fl*|054.11396 +24.68822        |     ~|15.4  |     ~|     ~|14.40 |~              |   8|   0
690 |V* KZ Com                    |Fl*|195.13912 +22.92789        |     ~|17.46 |15.76 |     ~|     ~|M              |   7|   0
691 |V* V1127 Ori                 |Fl*|084.01100 -05.12681        |     ~|14.5  |     ~|     ~|     ~|M0             |   9|   0
692 |Wolf 330                     |Fl*|148.93171 +35.36172        |     ~|14.1  |12.813|12.477|10.0  |M3.5V          |  19|   0
693 |2MASS J04284095+3442403      |Fl*|067.170667 +34.711200      |     ~|     ~|14.939|     ~|     ~|~              |   1|   0
694 |V* V1101 Tau                 |Fl*|066.21717 +22.04497        |     ~|14.8  |     ~|14.300|     ~|~              |   1|   0
695 |V* V1598 Cyg                 |Fl*|312.76637 +44.19461        |13.8  |15.0  |     ~|14.900|     ~|~              |   4|   0
696 |V* V1014 Tau                 |Fl*|056.9758 +22.6572          |16.6  |     ~|     ~|     ~|     ~|~              |   2|   0
697 |V* V852 Ori                  |Fl*|084.216100 -05.143283      |     ~|14.8  |15.26 |14.700|13.42 |K8             |  18|   0
698 |V* V937 Tau                  |Fl*|068.57704 +23.94200        |     ~|15.0  |     ~|13.900|     ~|~              |   4|   0
699 |V* V1213 Ori                 |Fl*|083.42821 -06.70392        |16.2  |16.33 |     ~|14.800|     ~|~              |   3|   0
700 |V* V690 Ori                  |Fl*|082.71375 -05.60656        |     ~|15.2  |     ~|15.300|     ~|~              |   2|   0
701 |V* V2305 Oph                 |Fl*|246.564217 -23.741100      |15.7  |     ~|     ~|     ~|     ~|~              |   2|   0
702 |V* BS Vel                    |Fl*|127.42000 -41.56658        |     ~|13.2  |     ~|12.300|     ~|~              |   2|   0
703 |V* V599 Tau                  |Fl*|054.98617 +22.47336        |     ~|18.3  |     ~|15.500|     ~|~              |   7|   0
704 |V* V765 Tau                  |Fl*|057.69150 +21.87717        |16.0  |     ~|     ~|     ~|     ~|~              |   5|   0
705 |V* V955 Ori                  |Fl*|084.65929 -03.77347        |     ~|15.5  |     ~|15.000|     ~|~              |   1|   0
706 |V* V499 Tau                  |Fl*|055.54413 +22.26078        |15.8  |17.500|     ~|16.100|     ~|~              |   9|   0
707 |V* V624 Ori                  |Fl*|085.56575 -04.32825        |     ~|15.6  |     ~|14.800|     ~|~              |   2|   0
708 |V* V1089 Ori                 |Fl*|081.80375 -05.38125        |     ~|14.9  |     ~|14.100|     ~|~              |   2|   0
709 |V* DG CVn                    |Fl*|202.9442212 +29.2768387    |     ~|12.90 |12.02 |10.77 | 9.15 |M4Ve           |  61|   0
710 |V* V1020 Tau                 |Fl*|057.95800 +24.19739        |15.5  |15.500|     ~|14.600|     ~|~              |   2|   0
711 |V* V566 Tau                  |Fl*|058.07912 +25.59097        |16.6  |15.900|     ~|15.000|     ~|~              |   7|   0
712 |V* V867 Tau                  |Fl*|056.95850 +24.78528        |14.2  |     ~|     ~|     ~|     ~|~              |   6|   0
713 |V* V637 Tau                  |Fl*|056.720996 +26.359908      |     ~|18.1  |     ~|16.400|     ~|~              |   5|   0
714 |V* V824 Tau                  |Fl*|067.01546 +24.40214        |     ~|14.9  |     ~|     ~|     ~|~              |   6|   0
715 |V* V1272 Ori                 |Fl*|083.72167 -04.48419        |14.6  |15.0  |     ~|12.400|     ~|~              |   8|   0
716 |G 208-44                     |Fl*|298.4769524 +44.4147459    |     ~|15.31 |13.126|13.083| 9.78 |M5.5Ve         | 158|   1
717 |V* V958 Tau                  |Fl*|070.754 +23.677            |     ~|14.2  |     ~|     ~|     ~|~              |   3|   0
718 |V* V967 Tau                  |Fl*|056.10204 +23.66328        |15    |15    |     ~|17.600|     ~|~              |   2|   0
719 |V* V858 Ori                  |Fl*|084.273967 -04.789236      |     ~|18.400|     ~|16.400|     ~|~              |   4|   0
720 |V* V1091 Ori                 |Fl*|082.15421 -06.05417        |     ~|15.5  |     ~|14.700|     ~|~              |   2|   0
721 |V* V992 Ori                  |Fl*|084.356192 -05.718717      |     ~|     ~|14.6  |     ~|17.42 |~              |   0|   0
722 |V* LN Tau                    |Fl*|055.60950 +24.23553        |14.3  |14.30 |17.83 |     ~|15.03 |~              |  15|   0
723 |V* V659 Ori                  |Fl*|084.252825 -05.416958      |     ~|16.4  |16    |     ~|     ~|~              |   9|   0
724 |V* HZ Vir                    |Fl*|209.96608 -05.38211        |     ~|13.08 |11.7  |     ~|     ~|G:             |  14|   0
725 |V* V918 Ori                  |Fl*|081.67350 -05.03889        |     ~|15.1  |     ~|     ~|     ~|~              |   3|   0
726 |V* V1778 Cyg                 |Fl*|306.34133 +42.07917        |17.0  |17.0  |     ~|16.800|     ~|~              |   2|   0
